HPO_ICD10_ID	HPO_IDs	HPO_Strings	HPO_Syns	ICD10
HPO_ICD:764	HP:0003396	Syringomyelia	Syrinx; Fluid-filled cyst in spinal cord	G950
HPO_ICD:765	HP:0003401	Paresthesia	Tingling; Paresthesias; Pins and needles feeling	R202
HPO_ICD:766	HP:0003418	Back pain	Back pain	M5489;M549
HPO_ICD:767	HP:0003419	Low back pain	Lower back pain	M545
HPO_ICD:768	HP:0003457;HP:0030007	EMG abnormality	Abnormal electromyography finding; EMG abnormalities; Electromyogram abnormal; Abnormal EMG	R94131
HPO_ICD:769	HP:0003467;HP:0005667	Atlantoaxial instability; Os odontoideum		M532X1
HPO_ICD:770	HP:0003468	Abnormal vertebral morphology	Vertebral anomalies; Abnormal vertebral bodies; Multiple vertebral anomalies; Abnormal vertebrae; Abnormality of the vertebrae	Q675
HPO_ICD:771	HP:0003470	Paralysis	Paralysis; Inability to move	G839
HPO_ICD:772	HP:0003474	Sensory impairment	Hypoesthesia; Hypoaesthesia	R201
HPO_ICD:773	HP:0003498;HP:0003510;HP:0003508;HP:0004322	Severe short stature; Short stature; Proportionate short stature; Disproportionate short stature	Proportionate dwarfism; Short stature, proportionate; Short stature, extreme; Severe short stature; Short stature; Stature below 3rd percentile; Proportionate small stature; Decreased body height; Dwarfism; Short stature, disproportionate; Short stature, severe disproportionate; Short stature, severe; Height less than 3rd percentile; Small stature	R6252;E343
HPO_ICD:774	HP:0003547	Shoulder girdle muscle weakness	Muscle weakness, shoulder-girdle; Weak shoulder muscles; Shoulder girdle weakness; Shoulder weakness	M9907
HPO_ICD:775	HP:0003565	Elevated erythrocyte sedimentation rate	Raised erythrocyte sedimentation rate; Elevated ESR; High erythrocyte sedimentation rate; High ESR; Increased erythrocyte sedimentation rate; Elevated sedimentation rate	R700
HPO_ICD:776	HP:0003641	Hemoglobinuria	Hemoglobin in urine	R823
HPO_ICD:777	HP:0003691	Scapular winging	Scapular weakness; Winged scapulas; Scapula alata; Winged shoulder blade; Winged scapulae	M2180
HPO_ICD:778	HP:0003749;HP:0012515	Hip flexor weakness; Pelvic girdle muscle weakness	Pelvic girdle weakness; Hip girdle weakness; Hip-girdle muscle weakness; Hip girdle muscle weakness	M9905
HPO_ICD:779	HP:0003762	Uterus didelphys	Double uterus	Q5111;Q5110;Q512
HPO_ICD:780	HP:0002375;HP:0003763;HP:0000734;HP:0000749;HP:0000748;HP:0000719	Inappropriate behavior; Hypokinesia; Inappropriate laughter; Paroxysmal bursts of laughter; Bruxism; Disinhibition	Inappropriate behavior; Decreased spontaneous movement; Paroxysmal laughter; Inappropriate laughter; Decreased muscle movement; Teeth grinding; Decreased spontaneous movements; Disinhibition	F458;R4689
HPO_ICD:781	HP:0003765	Psoriasiform dermatitis	Psoriasis	L409
HPO_ICD:782	HP:0003771	Pulp stones	Pulp denticles; False pulp stones; Pulp calcifications; True pulp stones; True denticles; False denticles; Pulp stones	K042
HPO_ICD:783	HP:0003774	Stage 5 chronic kidney disease	Chronic renal failure; Renal failure, endstage; End stage renal disease; End-stage renal disease; Stage 5 chronic kidney disease; End stage renal failure; End-stage renal failure	N185;N186
HPO_ICD:784	HP:0003811	Neonatal death	Neonatal lethal	R99;P9689
HPO_ICD:785	HP:0003826	Stillbirth	Stillborn; Fetal death; Stillbirth	P95
HPO_ICD:786	HP:0003942;HP:0011847	Giant cell tumor of bone; Synovial chondromatosis of the elbow		D480
HPO_ICD:787	HP:0001172;HP:0004097	Abnormal thumb morphology; Deviation of finger	Atypical position of finger; Thumb deformity; Abnormality of the thumbs; Deviated fingers; Abnormality of the thumb; Finger pointing in a different direction than usual	M20002;M20001;M20009
HPO_ICD:788	HP:0004320	Vaginal fistula		N828
HPO_ICD:789	HP:0004321	Bladder fistula		N322
HPO_ICD:790	HP:0004324	Increased body weight	Increased body weight; Weight gain	R635
HPO_ICD:791	HP:0004325;HP:0001824	Decreased body weight; Weight loss	Low weight; Low body weight; Decreased weight; Weight less than 3rd percentile; Decreased body weight	R636;R634
HPO_ICD:792	HP:0004326	Cachexia	Wasting syndrome	R64
HPO_ICD:793	HP:0004438;HP:0004330	Hyperostosis frontalis interna; Increased skull ossification	Increased calcification of skull; Thick inner surface of the frontal bone; Enlargement of the inner surface of the frontal bone; Hyperossification of skull; Sclerosis of skull; Overgrowth of the inside of the frontal bone; Increased Mineralization of skull; Overgrowth of the inner surface of the frontal bone; Hypertrophy of the internal surface of the frontal bone; Hyperostosis of skull; Excessive growth of inner surface of the frontal bone; Hyperostosis of the internal surface of the frontal bone; Increased ossification of the internal surface of the frontal bone; Sclerosis of bones of skull; Thick internal surface of the frontal bone	M852
HPO_ICD:794	HP:0004334	Dermal atrophy	Skin degeneration; Atrophic skin; Skin atrophy	L909
HPO_ICD:795	HP:0004372	Reduced consciousness/confusion	Lowered consciousness; Reduced consciousness/confusion; Disturbances of consciousness	R4182
HPO_ICD:796	HP:0004381	Supravalvular aortic stenosis		Q253
HPO_ICD:797	HP:0004383	Hypoplastic left heart	Heart left ventricle hypoplasia; Left ventricular hypoplasia; Underdeveloped left heart	Q234
HPO_ICD:798	HP:0004389	Intestinal pseudo-obstruction	Intestinal pseudoobstruction	K598
HPO_ICD:799	HP:0004392	Prune belly	Prune belly	Q7951;Q794
HPO_ICD:800	HP:0004783;HP:0004795;HP:0004394	Multiple gastric polyps; Duodenal polyposis; Hamartomatous stomach polyps	Multiple duodenal polyps	K317
HPO_ICD:801	HP:0004395	Malnutrition	Malnutrition	E619;E639;E46;E649
HPO_ICD:802	HP:0010676;HP:0004401	Meconium ileus; Mechanical ileus	Meconium ileus in neonates; Distal intestinal obstruction syndrome; Meconium ileus on ultrasonography	K56699;P760
HPO_ICD:803	HP:0004404	Abnormal nipple morphology	Abnormality of the nipple	N649
HPO_ICD:804	HP:0004409	Hyposmia	Sense of smell impaired; Loss of smell; Decreased smell sensation	R439
HPO_ICD:805	HP:0004411	Deviated nasal septum	Deviated septum of nose; Crooked nasal septum; Crooked septum of nose; Deviated nasal septum	J342
HPO_ICD:806	HP:0011661;HP:0004960;HP:0005143;HP:0004414;HP:0004971	Absent pulmonary artery; Anomalous origin of left pulmonary artery from ascending aorta; Pulmonary artery hypoplasia; Anomalous origin of right pulmonary artery from ascending aorta; Abnormality of the pulmonary artery	Abnormality of lung artery; Absent lung artery; Underdeveloped pulmonary artery; Underdeveloped lung artery; Missing pulmonary artery	Q2579
HPO_ICD:807	HP:0004969;HP:0004415	Pulmonary artery stenosis; Peripheral pulmonary artery stenosis	Narrowing of lung artery; peripheral pulmonary stenosis; Narrowing of peripheral lung artery; Peripheral pulmonic stenosis	Q256
HPO_ICD:808	HP:0004429	Recurrent viral infections		B349
HPO_ICD:809	HP:0004459	Exostosis of the external auditory canal	External auditory canal exostoses	H61813;H61812;H61819;H61811
HPO_ICD:810	HP:0004464	Postauricular pit	Posterior auricular sinus; Posterior auricular pit; Postauricular earpits; Pit behind the ear; Postauricular fistula	H70813;H70812;H70811;H70819
HPO_ICD:811	HP:0004467	Preauricular pit	Preauricular pits; Pit in front of the ear; Preauricular earpits; Preauricular fistulas; Ear pit; Preauricular sinus	Q181
HPO_ICD:812	HP:0004469	Chronic bronchitis		J42
HPO_ICD:813	HP:0100837;HP:0004535	Anterior cervical hypertrichosis; Atrophodermia vermiculata	Vermiculata atrophoderma; Hypertrichosis, congenital anterior cervical; Congenital cervical hypertrichosis	Q842
HPO_ICD:814	HP:0004610	Lumbar spinal canal stenosis	Lumbar spinal stenosis; Narrow lumbar spinal canal	M48061
HPO_ICD:815	HP:0004684	Talipes valgus		Q666
HPO_ICD:816	HP:0004749;HP:0031671	Atrial flutter; Typical atrial flutter		I4892;I483;I481;I484
HPO_ICD:817	HP:0004751;HP:0004756;HP:0001664	Torsade de pointes; Ventricular tachycardia; Paroxysmal ventricular tachycardia	Torsades de pointes; Episodes of ventricular tachycardia	I472;I470
HPO_ICD:818	HP:0004752;HP:0011709	Atrioventricular dissociation; Congenital atrioventricular dissociation		I4589
HPO_ICD:819	HP:0004754	Permanent atrial fibrillation	Chronic atrial fibrillation	I482;I481
HPO_ICD:820	HP:0011701;HP:0011690;HP:0011716;HP:0004755;HP:0006671;HP:0040182;HP:0004763	Paroxysmal supraventricular tachycardia; Inappropriate sinus tachycardia; Multifocal atrial tachycardia; Supraventricular tachycardia; Permanent junctional reciprocating tachycardia; Paroxysmal atrial tachycardia; Junctional ectopic tachycardia	Episodic supraventricular tachycardia; Supraventricular tachyarrhythmia; Ectopic atrial tachycardia; SVT; Chaotic atrial tachycardia; Episodic rapid heart beat	I471;I492
HPO_ICD:821	HP:0004764	Myxomatous mitral valve degeneration		I348
HPO_ICD:822	HP:0004787;HP:0006562	Viral hepatitis; Fulminant hepatitis		B199
HPO_ICD:823	HP:0004789;HP:0002243;HP:0012537;HP:0002630;HP:0001984	Protein-losing enteropathy; Food intolerance; Lactose intolerance; Fat malabsorption; Intolerance to protein	Milk intolerance; Non-allergic food hypersensitivity; Food intolerance; Lactose intolerance	E739;K9049
HPO_ICD:824	HP:0004791	Esophageal ulceration	Esophagus ulcer; Oesophagus ulceration	K2210
HPO_ICD:825	HP:0004798	Recurrent infection of the gastrointestinal tract	Gastrointestinal infections, recurrent; Recurrent infection of the GI tract; Gastrointestinal infections; Recurrent gastrointestinal infections; Recurrent infection of the gastrointestinal tract	A09
HPO_ICD:826	HP:0006733;HP:0004808	Acute myeloid leukemia; Acute megakaryocytic leukemia	Acute myelocytic leukemia; Acute myelogenous leukemia; AML; AMegL; Acute myeloblastic leukemia	C9200
HPO_ICD:827	HP:0004809	Neonatal alloimmune thrombocytopenia		P610
HPO_ICD:828	HP:0004813	Post-transfusion thrombocytopenia	Post-transfusion purpura	D6951
HPO_ICD:829	HP:0004818	Paroxysmal nocturnal hemoglobinuria	Paroxysmal nocturnal haemoglobinuria	D595
HPO_ICD:830	HP:0004820	Acute myelomonocytic leukemia		C9250
HPO_ICD:831	HP:0004828	Refractory anemia with ringed sideroblasts	Myelodysplasia with sideroblastosis	D461
HPO_ICD:832	HP:0004836	Acute promyelocytic leukemia		C9240
HPO_ICD:833	HP:0004850	Recurrent deep vein thrombosis	Recurrent deep vein blood clot; Recurrent venous thrombosis	I82509
HPO_ICD:834	HP:0004871;HP:0010480	Perineal fistula; Urethral fistula		N360
HPO_ICD:835	HP:0004872	Incisional hernia	Recurrent abdominal hernia	K432
HPO_ICD:836	HP:0004886	Congenital laryngeal stridor		P2889
HPO_ICD:837	HP:0004904	Maturity-onset diabetes of the young	Maturity onset diabetes of the young; MODY	E139
HPO_ICD:838	HP:0004905	Low levels of vitamin A	Vitamin A deficiency	E641;E509
HPO_ICD:839	HP:0004937;HP:0004927	Pulmonary artery dilatation; Pulmonary artery aneurysm		I281
HPO_ICD:840	HP:0004934	Vascular calcification		I998
HPO_ICD:841	HP:0004935	Pulmonary artery atresia	Pulmonary atresia	Q255
HPO_ICD:842	HP:0004936	Venous thrombosis	Blood clot in vein	I8290
HPO_ICD:843	HP:0004942	Aortic aneurysm	Aortic dilatation; Bulge in wall of large artery that carries blood away from heart	I719
HPO_ICD:844	HP:0030713;HP:0004944	Dilatation of the cerebral artery; Vein of Galen aneurysmal malformation	Cerebral aneurysm; Intracranial aneurysm; Median prosencephalic arteriovenous fistula; Cerebral artery aneurysm; Brain aneurysm; Vein of Galen aneurysm; Vein of Galen malformation	I671
HPO_ICD:845	HP:0004947	Arteriovenous fistula	Arteriovenous fistulas	I770
HPO_ICD:846	HP:0004952	Pulmonary arteriovenous fistulas		I280
HPO_ICD:847	HP:0005001	Recurrent patellar dislocation	Recurrent dislocation of patellas	M2200
HPO_ICD:848	HP:0005086	Knee osteoarthritis		M179
HPO_ICD:849	HP:0004757;HP:0005110	Atrial fibrillation; Paroxysmal atrial fibrillation	Quivering upper heart chambers resulting in irregular heartbeat; Atrial fibrillation, paroxysmal	I4891;I480;I482
HPO_ICD:850	HP:0010772;HP:0011666;HP:0005160;HP:0011626	Anomalous pulmonary venous return; Total anomalous pulmonary venous return; Absent right superior vena cava; Scimitar anomaly	Pulmonary venolobar syndrome; Total anomalous pulmonary venous drainage; Total anomalous pulmonary venous connection; Scimitar syndrome	Q262;Q268
HPO_ICD:851	HP:0005162	Left ventricular dysfunction	Left ventricular failure; Left-sided heart failure; Impaired left ventricular function; Left ventricular impairment	I501;R9439
HPO_ICD:852	HP:0005172	Left posterior fascicular block	Left posterior hemiblock	I445
HPO_ICD:853	HP:0005180	Tricuspid regurgitation	Tricuspid valve regurgitation; Tricuspid insufficiency	I071
HPO_ICD:854	HP:0005182	Bicuspid pulmonary valve		Q223
HPO_ICD:855	HP:0005186	Synovial hypertrophy		M6720
HPO_ICD:856	HP:0005203	Spontaneous esophageal perforation	Spontaneous esophageal rupture; Boerhaave syndrome	K223
HPO_ICD:857	HP:0005206	Pancreatic pseudocyst		K863
HPO_ICD:858	HP:0005209	Intrahepatic bile duct cysts		K835
HPO_ICD:859	HP:0005214	Intestinal obstruction	Intestinal blockage; Intestinal obstruction; Bowel obstruction	K50112;K50912;K50012;K56609;K50812
HPO_ICD:860	HP:0005216;HP:0011968	Feeding difficulties; Impaired mastication	Poor feeding; Difficulty chewing; Feeding problems; Chewing difficulty; Feeding difficulties; Chewing difficulties	R633
HPO_ICD:861	HP:0005224	Rectal abscess	Perirectal abscess	K611
HPO_ICD:862	HP:0005231	Chronic gastritis		K2950
HPO_ICD:863	HP:0011100;HP:0005235	Jejunal atresia; Intestinal atresia		Q411
HPO_ICD:864	HP:0005242;HP:0005912	Extrahepatic biliary duct atresia; Biliary atresia	Biliary duct atresia; Biliary atresia, extrahepatic	Q442;Q443
HPO_ICD:865	HP:0005246	Giant hypertrophic gastritis	Menetrier disease	K319;K2960
HPO_ICD:866	HP:0005261	Joint hemorrhage	Joint haemorrhage; Hemarthroses; Bleeding within a joint; Spontaneous joint hemorrhage; Hemarthrosis	M2500
HPO_ICD:867	HP:0005263	Gastritis	Stomach inflammation	K2970
HPO_ICD:868	HP:0005264	Abnormality of the gallbladder	Anomaly of the gallbladder; Abnormality of the gallbladder	Q441
HPO_ICD:869	HP:0200063;HP:0005266	Colorectal polyposis; Intestinal polyp	Colorectal polyps; Intestinal polyps	K635
HPO_ICD:870	HP:0005293	Venous insufficiency	Poorly functioning veins	I872;I879
HPO_ICD:871	HP:0005294	Arterial dissection		I7770
HPO_ICD:872	HP:0005301	Persistent left superior vena cava	PLSVC	Q261
HPO_ICD:873	HP:0005302	Carotid artery tortuosity	Tortuous carotid arteries	I7789
HPO_ICD:874	HP:0005305	Cerebral venous thrombosis	Cerebral thrombosis; Blood clot in cerebral vein; Cerebral vein thrombosis	I676
HPO_ICD:875	HP:0005313	Arterial fibromuscular dysplasia		I773
HPO_ICD:876	HP:0005318	Cerebral vasculitis		I677
HPO_ICD:877	HP:0005506	Chronic myelogenous leukemia	Chronic myeloid leukemia; Chronic myelocytic leukemia	C92Z0
HPO_ICD:878	HP:0005508	Monoclonal immunoglobulin M proteinemia	Waldenstrom macroglobulinemia	C880
HPO_ICD:879	HP:0005521	Disseminated intravascular coagulation		D65
HPO_ICD:880	HP:0005523	Lymphoproliferative disorder	Lymphoproliferative disorders	D479
HPO_ICD:881	HP:0005547	Myeloproliferative disorder		D471
HPO_ICD:882	HP:0005550;HP:0005526;HP:0005539	T cell chronic lymphocytic lymphoma/leukemia; Chronic lymphatic leukemia; Lymphoid leukemia	Chronic lymphocytic leukemia	C9110;C9190
HPO_ICD:883	HP:0005558	Chronic leukemia	Chronic blood cancer	C9510
HPO_ICD:884	HP:0005575	Hemolytic-uremic syndrome	Hemolytic uremic syndrome	D593
HPO_ICD:885	HP:0008663;HP:0006766;HP:0030409;HP:0005584	Papillary renal cell carcinoma; Renal transitional cell carcinoma; Renal cell carcinoma; Renal sarcoma	renal TCC; Renal carcinoma; Transitional renal cell carcinoma; Cancer starting in small tubes in kidneys; Renal urothelial carcinoma; Hypernephroma	C649
HPO_ICD:886	HP:0007418;HP:0005597	Congenital alopecia totalis; Alopecia totalis	Total alopecia	L630
HPO_ICD:887	HP:0005609;HP:0012702	Gallbladder dysfunction; Tenesmus	Gallbladder dysfunction	R198
HPO_ICD:888	HP:0005616;HP:0010588	Accelerated skeletal maturation; Premature epimetaphyseal fusion	Advanced bone age; Early bone maturation; Premature closure of epiphyses	M8920
HPO_ICD:889	HP:0005661	Salmonella osteomyelitis	Salmonella bone infection	A0224
HPO_ICD:890	HP:0005679	Dupuytren contracture		M720
HPO_ICD:891	HP:0005681	Juvenile rheumatoid arthritis	Juvenile idiopathic arthritis; Rheumatoid arthritis, juvenile; Juvenile RA	M0800
HPO_ICD:892	HP:0005743	Avascular necrosis of the capital femoral epiphysis	Morbus Legg-Calve-Perthes; Coxa plana; Legg-Perthes disease; Osteonecrosis of the femoral head; Legg-Calve-Perthes syndrome; Perthes-like femoral head changes; Osteochondrosis of the femoral head	M9120;M87859
HPO_ICD:893	HP:0005764	Polyarticular arthritis		M130;M064
HPO_ICD:894	HP:0007293;HP:0005765	Anterior sacral meningocele; Sacral meningocele		Q058
HPO_ICD:895	HP:0005881;HP:0008462	Spinal instability; Cervical instability		M532X9
HPO_ICD:896	HP:0005942	Desquamative interstitial pneumonitis		J84117;J84115
HPO_ICD:897	HP:0005943;HP:0006543	Respiratory arrest; Cardiorespiratory arrest	Breathing cessation	R092
HPO_ICD:898	HP:0005950	Laryngeal web	Partial laryngeal atresia; Laryngeal webs	Q310
HPO_ICD:899	HP:0005978;HP:0008205	Type II diabetes mellitus; Insulin-dependent but ketosis-resistant diabetes	NIDDM diabetes mellitus; Diabetes mellitus Type II; Diabetes mellitus, noninsulin-dependent; Noninsulin dependent diabetes mellitus; Noninsulin-dependent diabetes; Diabetes mellitus type 2; NIDDM; Type 2 diabetes; Non-insulin dependent diabetes; Type II diabetes; Noninsulin-dependent diabetes mellitus	E119
HPO_ICD:900	HP:0005988	Congenital muscular torticollis	Torticollis, congenital	Q680
HPO_ICD:901	HP:0005999	Ureteral atresia		Q6210
HPO_ICD:902	HP:0006094	Finger joint hypermobility	Increased mobility in finger joint	M25349
HPO_ICD:903	HP:0006101;HP:0001233	2-3 finger syndactyly; Finger syndactyly	Syndactyly 2nd-3rd fingers; Syndactyly, 2-3 finger; Partial syndactyly; Webbed 2nd-3rd fingers	Q7011;Q7010;Q7013;Q7012
HPO_ICD:904	HP:0006226	Osteoarthritis of the first carpometacarpal joint		M189
HPO_ICD:905	HP:0006233;HP:0012313	Osteoarthritis of the distal interphalangeal joint; Heberden's node		M151
HPO_ICD:906	HP:0006254	Elevated alpha-fetoprotein	Increased serum alpha-fetoprotein; Increased levels of alpha fetoprotein; Alpha fetoprotein abnormal; Serum alpha-fetoprotein increased	R772
HPO_ICD:907	HP:0100027;HP:0006280	Chronic pancreatitis; Recurrent pancreatitis	Chronic pancreas inflammation; Recurring pancreas inflammation; Recurring pancreatitis	K861;K860
HPO_ICD:908	HP:0000695;HP:0000684;HP:0006288;HP:0006292;HP:0006335;HP:0001571;HP:0000706;HP:0011079	Advanced eruption of teeth; Impacted tooth; Abnormality of dental eruption; Natal tooth; Multiple impacted teeth; Delayed eruption of teeth; Persistence of primary teeth; Unerupted tooth	Persistent deciduous dentition; Delayed loss of primary teeth; Natal teeth; Advanced dental eruption; Impacted tooth; Neonatal teeth; Multiple impacted teeth; Anomaly of tooth eruption; Born with teeth; Impacted teeth; Premature dental eruption; Eruption, advanced; Delayed dental eruption; Persistence of deciduous teeth; Pseudo-anodontia; Multiple buried teeth; Delayed loss of deciduous teeth; Buried tooth; Delayed teeth eruption; Late eruption of teeth; Deciduous teeth retention; Premature tooth eruption; Delayed dental development; Teeth present at birth; Early eruption of teeth; Early dental eruption; Failure to exfoliate primary teeth; Retained deciduous teeth; Disorder of tooth eruption; Abnormality of tooth eruption; Persistent primary teeth; Delayed loss of baby teeth; Disturbance of dental eruption; Delayed tooth eruption; Disorder of dental eruption; Retained baby teeth; Retained tooth; Unerupted tooth; Failure to lose baby teeth; Retained primary teeth; Eruption, delayed; Premature eruption of teeth; Persistent primary dentition; Disturbance of tooth eruption; Late tooth eruption; Unerupted dentition; Pseudoanodontia; Abnormal dental eruption; Delayed eruption; Failure to exfoliate deciduous teeth; Delayed eruption of teeth; Multiple retained teeth; Failure of eruption of tooth; Anomaly of dental eruption	K006;K011;K010
HPO_ICD:909	HP:0006297	Hypoplasia of dental enamel	Thin tooth enamel; Defective enamel matrix; Dysplasia of tooth enamel; Enamel hypoplasia; Dental enamel hypoplasia; Underdeveloped teeth enamel; Hypoplasia of tooth enamel; Thin dental enamel; Enamel dysplasia	K004
HPO_ICD:910	HP:0006483;HP:0006315	Abnormal number of teeth; Single median maxillary incisor	Abnormal complement of teeth; Only one upper front tooth; Single central incisor; Solitary midline maxillary central incisor; Single central upper incisor; Single midline maxillary incisor; Abnormal tooth count; Single maxillary central incisor; Solitary median maxillary central incisor syndrome; Abnormal number of teeth; Single midline upper front tooth; Single median incisor; Solitary median maxillary central incisor; Single median maxillary central incisor	K008
HPO_ICD:911	HP:0006323;HP:0006480	Premature loss of primary teeth; Premature loss of teeth	Premature loss of deciduous teeth; Early loss of baby teeth; Premature loss of baby teeth; Loss of teeth; Premature deciduous tooth loss; Early loss of primary teeth; Premature exfoliation of teeth; Premature teeth loss; Early tooth loss; Early loss of deciduous teeth; Premature exfoliation of deciduous teeth; Premature tooth loss; Premature exfoliation of primary teeth	K08109
HPO_ICD:912	HP:0006329;HP:0010289	Cleft of alveolar ridge of maxilla; Alveolar process hypoplasia	Decreased size of alveolar process of jaw; Underdevelopment of alveolar process of jaw; Underdevelopment of alveolar ridge; Decreased size of alveolar ridge; Deficiency of alveolar process of jaw; Small alveolar process of jaw; Notch of gum ridge; Small alveolar ridge; Notch of alveolar process; Notch of alveolar ridge; Hypotrophic alveolar ridge; Cleft of alveolar process; Hypoplasia of alveolar ridge; Deficiency of alveolar ridge; Cleft of gum ridge; Hypotrophic alveolar process of jaw; Hypoplastic alveolar bone; Alveolar ridge cleft	M2679
HPO_ICD:913	HP:0006385;HP:0009816	Short lower limbs; Lower limb undergrowth	Short lower limbs; Underdeveloped lower limb bones; Hypoplasia involving bones of the lower limbs; Short legs; Hypoplasia of the lower limbs; Lower limb undergrowth	Q7290
HPO_ICD:914	HP:0010498;HP:0006443	Patellar aplasia; Bipartite patella	Absent kneecap; Absent patellas; Absent patella; Absent patellae; Aplastic patellae	Q741
HPO_ICD:915	HP:0006477	Abnormality of the alveolar ridges	Abnormality of gum ridge; Defect in alveolar ridge; Abnormality of alveolar margin; Abnormality of dentoalveolar ridges; Abnormality of alveolar processes of jaw	K089
HPO_ICD:916	HP:0006510	Chronic obstructive pulmonary disease	COPD	J449
HPO_ICD:917	HP:0006511	Laryngeal stridor	Laryngeal stidor	J385
HPO_ICD:918	HP:0006530;HP:0006515	Interstitial pneumonitis; Interstitial pulmonary abnormality	Interstitial lung disease; Abnormality in area between air sacs in lung; Interstitial pulmonary disease	J8489;J849
HPO_ICD:919	HP:0006516	Hypersensitivity pneumonitis		J679
HPO_ICD:920	HP:0006517	Alveolar proteinosis		J8401
HPO_ICD:921	HP:0006518	Pulmonary venous occlusion	Pulmonary venous occlusion; Pulmonary venous stenosis; Pulmonary venoocclusive disease	I2729
HPO_ICD:922	HP:0006527	Lymphoid interstitial pneumonia	Lymphoid interstitial pneumonitis	J842
HPO_ICD:923	HP:0006548	Pulmonary arteriovenous malformation	Pulmonary av malformation	Q2572
HPO_ICD:924	HP:0006557;HP:0006706	Cystic liver disease; Polycystic liver disease		Q446
HPO_ICD:925	HP:0006574	Hepatic arteriovenous malformation	Liver arteriovenous malformation	Q2733
HPO_ICD:926	HP:0006585;HP:0000890;HP:0000916	Long clavicles; Broad clavicles; Congenital pseudoarthrosis of the clavicle	Pseudoarthrosis of clavicle; Broad collarbone; Bipartite clavicle; Elongated clavicles; Clavicle pseudoarthrosis; Long collarbone	M898X1;M898X8
HPO_ICD:927	HP:0006682;HP:0006696	Ventricular extrasystoles; Polymorphic and polytopic ventricular extrasystoles	Skipped heartbeat; Premature ventricular contractions; Extra heart beat; Missed heartbeat	I493
HPO_ICD:928	HP:0006685	Endocardial fibrosis	Endomyocardial fibrosis	I423
HPO_ICD:929	HP:0006688	Paroxysmal tachycardia		I479
HPO_ICD:930	HP:0006689	Bacterial endocarditis	Infective endocarditis	I330
HPO_ICD:931	HP:0006698	Dilatation of the ventricular cavity	Ventricular aneurysm	I253
HPO_ICD:932	HP:0006699	Premature atrial contractions	Ectopic supraventricular rhythms; Atrial premature complex; PACs; Premature supraventricular beats; Atrial ectopic beats	I491
HPO_ICD:933	HP:0006702	Coronary artery dissection		I2542
HPO_ICD:934	HP:0011644;HP:0006704;HP:0011686;HP:0011638;HP:0011639	Coronary sinus diverticulum; Abnormal coronary artery morphology; Anomalous origin of left coronary artery from the pulmonary artery; Anomalous origin of right coronary artery from the pulmonary artery; Abnormal coronary artery course	Anomalous coronary artery course; Anomalous left coronary artery from the pulmonary artery; Diverticulum of the coronary sinus; ALCAPA; Bland-Garland-White syndrome	Q245
HPO_ICD:935	HP:0006717;HP:0030410	Sebaceous gland carcinoma; Peripheral neuroepithelioma	Sebaceous carcinoma	C4499
HPO_ICD:936	HP:0006719	Benign gastrointestinal tract tumors	Non-cancerous GI tumors; Benign GI tract tumors	D139
HPO_ICD:937	HP:0006735	Renal cortical adenoma	Kidney cortical adenoma	D3000
HPO_ICD:938	HP:0006739	Squamous cell carcinoma of the skin	Squamous skin carcinoma	C4492
HPO_ICD:939	HP:0006744	Adrenocortical carcinoma	Adrenal gland carinoma; Adrenal carcinoma	C7400
HPO_ICD:940	HP:0006765	Chondrosarcoma		C419
HPO_ICD:941	HP:0006772	Renal angiomyolipoma	Angiomyolipoma; Kidney angiomyolipoma	D1771
HPO_ICD:942	HP:0011857;HP:0006775	Plasmacytoma; Multiple myeloma	Plasmocytoma; Kahler's disease	C9030;C9000
HPO_ICD:943	HP:0006780	Parathyroid carcinoma	Parathyroid Cancer	C750
HPO_ICD:944	HP:0006824	Cranial nerve paralysis	Cranial nerve palsy; Cranial nerve palsies; Cranial nerve paresis	G529
HPO_ICD:945	HP:0006889	Intellectual disability, borderline	Mental retardation, borderline; Intellectual disability, borderline	R4183
HPO_ICD:946	HP:0011349;HP:0006897	Abducens palsy; Cranial nerve VI palsy	Abducens nerve palsy; Sixth nerve palsy; Abducens nerve paresis; Lateral rectus muscle denervation paresis; Abducens nerve paralysis	H4920
HPO_ICD:947	HP:0006918	Diffuse cerebral sclerosis		G375;G370
HPO_ICD:948	HP:0006934	Congenital nystagmus	Nystagmus, congenital	H5501
HPO_ICD:949	HP:0006970	Periventricular leukomalacia		P912
HPO_ICD:950	HP:0007011	Fourth cranial nerve palsy	Trochlear nerve palsy	H4910;H4913;H4912;H4911
HPO_ICD:951	HP:0007018	Attention deficit hyperactivity disorder	Attention deficit; Childhood attention deficit/hyperactivity disorder; Attention deficit-hyperactivity disorder; Attention deficits; Attention deficit disorder	F909;F908;F902;F900;F901
HPO_ICD:952	HP:0007021	Pain insensitivity	Absence of pain sensation	R200
HPO_ICD:953	HP:0007041	Chronic lymphocytic meningitis		A872
HPO_ICD:954	HP:0007108	Demyelinating peripheral neuropathy		G6289
HPO_ICD:955	HP:0012668;HP:0001279;HP:0007185	Loss of consciousness; Vasovagal syncope; Syncope	Neurocardiogenic syncope; Loss of consciousness; Fainting spell; Situational syncope; Passing out; Reflex syncope	R55;R4020
